2212300301,1
2212302177,1
2212304635,1
2213092852,1
2213093218,1
2214646871,1
2215439862,1
2216540933,1
2216544555,1
2217335676,1
2257547988,0
2258160457,0
2258171683,1
2258177045,1
2258183835,0
2423863366,1
2423864888,1
2440618445,1
2440618667,1
2441447770,1
2441448298,1
2441448480,1
2450161544,1
2450162628,1
2450216244,1
2456918469,1
2456918629,1
2457745660,1
2457745846,1
2457746116,1
2477058053,1
2477060887,0
2477062839,1
2477871254,0
2477871906,0
2477873668,1
2478873975,1
2478874181,0
2478925841,1
2479686758,1
2479688606,1
2479738318,1
2479738524,1
2479739062,1
2479739604,1
2598486281,0
2598688979,1
2598690365,1
2598705467,1
2598708251,1
2598709673,1
2599306614,1
2599308690,1
2599310734,1
2599312272,1
2599500042,0
2599504754,1
2599517698,1
2599531978,1
2599535370,1
2849497539,1
2849497641,1
2849497777,1
2849497989,1
2849498069,1
2849498245,1
2849498351,1
2849498613,1
2849498673,1
2849498731,1
2850329510,1
2850329796,1
2850330306,1
2850330452,1
2850330508,1
2902582615,1
2902584245,1
2902585749,1
2902591727,1
2902651005,1
2902685959,1
2903432858,1
2903435370,1
2903470430,1
2903479300,1
2903521994,1
2903524322,1
2903526246,1
2903530486,1
2903532388,1
3118035379,0
3118036539,0
3118039171,0
3118040593,0
3118047559,0
3118869290,0
3118870690,1
3118872018,1
3118873464,0
369445762,0
369446541,0
369446910,0
369447268,0
369448297,0
369448727,0
4257656589,1
4257657019,0
4257658009,0
4257658331,0
4257659425,1
4257660145,1
4257660395,1
4258414762,0
4258414830,0
4258415044,0
4258416242,1
4258416596,1
4258417618,0
4258418616,1
4258419896,1
4498877138,0
4501138433,1
4501140729,1
4501142371,1
4501146209,1
4501149417,0
4501150865,1
4501152483,1
4501760852,1
4501762660,1
4501765022,1
4501766904,1
4501768222,0
4501770658,1
4501788190,1
5099625465,1
5099634667,1
5099651367,1
5099658661,1
5099670993,1
5099679869,1
5100226496,1
5100230736,1
5100232718,1
5100256572,1
5100271980,1
5100277306,1
5159842047,1
5160401002,1
626387657,1
626390527,1
626405993,1
626407669,1
626422679,1
626423947,1
626425111,1
626427043,1
626429569,1
627269522,1
627277774,1
627281860,1
627282812,1
627289094,1
627293626,1
6739484063,1
6739484983,1
6739485967,1
6739487013,1
6739487927,1
6739488965,1
6739489903,1
6739491561,1
6739493259,1
6739494085,1
6739494919,1
6739501411,1
6739502517,1
6739503599,1
6739504555,1
7179795872,1
7189671892,1
7189681078,1
7189701544,1
7189732106,1
7189748072,0
7189752932,0
7189761950,0
7189767826,1
7191682578,0
7191685656,0
7191690694,0
7191700558,0
7191707200,0
7191769184,1
7692504868,1
7708306180,1
7708306446,0
7708306700,0
7708307028,1
7708307258,1
7708307496,0
7708307688,1
7708307888,1
7708308116,1
7708308322,1
7708308512,1
7708308682,1
7708308862,1
7708309292,0
7708309574,1
8155015011,1
8155173557,1
8155174797,0
8155178515,1
8155179911,1
8155183601,1
8155184983,1
8155188753,1
8155196702,1
8155198192,1
8155205218,1
8155206766,1
8155210366,1
8155220516,1
8155222822,1
8557857521,1
8557862523,1
8557871431,1
8557876311,1
8557881025,1
8557890681,1
8557891475,1
8558970800,1
8558970954,1
8558975538,1
8558976032,1
8558978104,1
8558986902,1
8558988832,1
8558989306,1
8653272913,1
8653279555,1
8653286717,1
8653288843,1
8653297845,1
8653300067,1
8653303931,1
8653306711,1
8654373732,1
8654383558,1
8654391386,1
8654402912,1
8654409280,1
8671077420,1
8671091746,1
8768427721,1
8768460867,1
8768496841,1
8768516369,1
8768527097,1
8768539223,1
8768541971,1
8768546535,1
8773245552,1
8773280344,1
8773283324,1
8773325088,1
8773336198,1
8773346090,1
8773360440,1
8978419236,1
9099219295,0
9279760637,1
9279762379,1
9279767211,1
9279813863,1
9279816157,1
9282545690,1
9282550652,1
9282555290,1
9282556000,1
9282559098,1
9282566668,1
9282567320,1
9282579316,1
9282584782,1
9282586236,1
9838838294,0
9838858124,0
9838887075,0
9838891576,0
9838945473,0
9838948093,0
9838952953,0
9838954383,0
9838956473,0
9838958763,0
9838965013,0
9838968313,0
9838973373,0
