10195601364,0
10195615874,0
10195707104,0
10195735684,0
10195754275,0
10195795404,0
10195800255,0
10195808914,0
10195811276,0
10195847363,0
10195882726,0
10195898496,0
10195907123,0
10195933195,0
10195966583,0
134073694,0
134079894,0
134288445,0
135038695,0
135039065,1
135039604,1
135039961,0
135040382,0
135041471,0
135044805,0
135045267,0
135048785,1
135049429,1
135050066,1
135051329,0
135051639,0
135051921,0
135052383,0
135395894,0
135403418,0
135403439,0
135403450,0
135403458,0
135403471,0
135403487,0
135403500,0
135405610,0
135422503,0
135426569,0
135426732,0
1442822407,1
1490265543,1
1490268307,1
1490271201,1
1490273857,1
1490276087,1
1490283217,1
1491109264,0
1491113882,1
1491116284,1
1491119166,1
1491134412,1
1491136894,1
1491141582,1
2297434789,0
2297447765,1
2297463887,1
2298243482,1
2298244566,1
2298245122,1
2298245598,1
2298246736,1
2298250890,1
2298251460,1
2298252544,1
2298253588,1
2298256116,1
2298257124,1
2298257598,1
2337424153,0
2337424251,1
2337424383,0
2337424477,1
2337424539,0
2337424645,0
2337424745,1
2337424793,0
2338258414,1
2338258482,1
2338258648,1
2338258706,0
2338258922,0
2338259044,1
2682966081,0
2682967547,0
2682969195,0
2682970641,0
2682972097,0
2682973699,1
2682975079,0
2682978077,0
2682980481,0
2682981755,0
2682990547,0
2682992257,0
2683793930,1
2683806696,0
2683812028,0
2891518357,0
2891727603,0
2891734897,0
2891736861,0
2892360546,0
2892422259,0
2892429779,0
2892440427,0
2892442683,0
2892449849,0
2892564608,0
2892570408,0
2892572570,0
2893265162,0
2893270900,0
3193674717,1
3193676809,1
3193677513,1
3193681281,1
3193682233,1
3193683061,1
3193685193,1
3193686949,1
3193688729,1
3193689373,0
3194517830,0
3194520304,1
3194523092,1
3194524660,1
3194525358,1
3197206887,0
3197208399,0
3197209447,0
3197210759,0
3198048964,0
3198050740,1
3198054864,0
3207098091,1
3207111289,1
3207126857,1
3207142033,1
3207167997,1
3207176655,1
3207183887,1
3207215247,1
3207232931,1
3207253225,1
3207950344,1
3207964026,1
3207995524,1
3208004720,1
3208070938,1
3306546275,0
3306554623,0
3306554937,0
3306557491,0
3306558303,0
3306560227,0
3307387676,0
3307388490,0
3307389598,0
3307390686,1
3307391252,1
3307391506,1
3309899746,0
3311249485,1
3313758930,0
3328278403,1
3658453284,1
4287904985,1
4287905697,0
4287906447,1
4287906793,1
4287908119,1
4287911247,1
4287911697,1
4288645128,1
4288645610,1
4288646080,1
4288647036,1
4288647764,1
4288648884,1
4288649304,1
4288652080,1
4382420643,1
4383183440,1
4401505185,1
4402266760,1
4409398014,1
4424697607,1
4424707439,1
4424710395,1
4425466928,1
4425470286,1
4426886553,1
4426896357,1
4426919197,1
4427653046,1
4427669570,1
446147662,1
446153951,1
446163794,1
446170751,1
447166620,1
447173845,1
447185224,1
447185314,1
447191477,1
447212881,1
447220443,1
447248234,1
447248378,1
447253591,1
447254085,1
476507546,1
476507678,0
476508788,1
476510760,0
476511044,0
476518583,1
476520187,1
476521457,0
476521563,0
476521675,0
476521787,0
476522037,1
476522149,0
476877830,1
476878108,1
5300400531,0
5300406547,1
5300419005,1
5301002552,1
5301004802,1
5301005480,1
5301008932,0
5301009992,0
6886314022,1
6886314728,1
6886315482,1
6886316262,1
6886323848,1
6886324094,1
6886325032,1
7000905666,1
7032409059,1
7032411113,0
7032411801,1
7032421177,1
7032421503,1
7754466100,1
7754466396,1
7754466736,1
7754467268,1
7754467812,1
7754468296,1
7754470042,1
7754470490,1
7754471262,1
7754471800,1
7754472466,1
7754472936,1
7754474014,1
7754474506,1
7754475108,1
7948795526,1
7948839448,1
7948871370,1
7948888948,1
7948900922,1
7948991128,1
7948998970,1
7949006720,1
7949014264,1
7949049474,1
7949084638,1
7949093624,1
7949101452,1
7949109780,1
7949207892,1
7996639475,1
7996643779,1
7996647919,1
7996658306,1
7996660780,1
7996662243,1
7996662856,1
7996664877,1
7996665913,1
7996675007,1
7996679491,1
7996680768,1
7996688696,1
7996693101,1
7996702146,1
8974607384,1
8974608162,1
