UserID,acropoli,athen,entrance,greece,view
9067739127,2,3.0,1.0,1.0,1.0
9069963392,2,3.0,1.0,1.0,1.0
9067738157,2,3.0,1.0,1.0,1.0
9067738777,2,3.0,1.0,1.0,1.0
5176517974,3.0,3.0,0,0,0
5176518500,3.0,3.0,0,0,0
5176522936,3.0,3.0,0,0,0
5176521224,3.0,3.0,0,0,0
5175918109,3.0,3.0,0,0,0
5175916261,3.0,3.0,0,0,0
5176522476,3.0,3.0,0,0,0
5175913491,3.0,3.0,0,0,2.0
5175914251,3.0,3.0,0,0,2.0
2951950136,3.0,5.0,0,1.0,0
2951064223,7.0,4.0,0,2.0,0
5251535876,3,2.0,0,1.0,0
2951061755,4,3.0,0,1.0,0
2951910186,4,3.0,0,1.0,0
2951846628,3,3.0,0,1.0,0
2951841806,3,3.0,0,1.0,0
2950994233,3,3.0,0,1.0,0
9069973156,1,2.0,0,1.0,0
9067744841,1,2.0,0,1.0,0
9067746215,1,2.0,0,1.0,0
9069965246,1,2.0,0,1.0,0
9067737103,1,2.0,0,1.0,0
9069964412,1,2.0,0,1.0,0
9069966916,1,2.0,0,1.0,0
9067745863,1,2.0,0,1.0,0
9067742495,1,2.0,0,1.0,0
9069976672,1,2.0,0,1.0,0
9069968528,1,2.0,0,1.0,0
3472230091,5.0,4.0,1.0,0,0
5250931111,2,2.0,0,1.0,0
5250933407,2,2.0,0,1.0,0
5251533966,2,2.0,0,1.0,0
5251533776,2,2.0,0,1.0,0
5250931819,2,2.0,0,1.0,0
5251534158,2,2.0,0,1.0,0
5251535492,2,2.0,0,1.0,0
5251533840,2,2.0,0,1.0,0
2951861710,3,3.0,0,2.0,0
5251535082,2,2.0,0,1.0,0
5250932835,2,2.0,0,1.0,0
5250933271,2,2.0,0,1.0,0
5251536390,2,2.0,0,1.0,1.0
5251535776,2,2.0,0,1.0,0
5251534830,2,2.0,0,1.0,1.0
3951789739,3,3.0,0,1.0,0
5937150857,1,2.0,0,0,0
5937710790,1,2.0,0,0,0
5937151975,1,2.0,0,0,0
2951965474,3,2.0,0,1.0,0
509940004,3.0,3.0,0,0,0
509940000,3.0,3.0,0,0,0
8492110865,3,2.0,0,1.0,0
8492167659,3,2.0,0,1.0,0
8492178225,3,2.0,0,1.0,0
8492197487,3,2.0,0,1.0,0
8492106849,3,2.0,0,1.0,0
8492102621,3,2.0,0,1.0,0
8493296918,3,2.0,0,1.0,0
8493307976,3,2.0,0,1.0,0
8493324986,3,2.0,0,1.0,0
8492309101,3,2.0,0,1.0,0
8493392970,3,2.0,0,1.0,0
8492150179,3,2.0,0,1.0,0
8493294360,3,2.0,0,1.0,0
8492075597,3,2.0,0,1.0,0
8492166039,3,2.0,0,1.0,0
544583874,3.0,3.0,0,0,0
544700743,3.0,3.0,0,0,0
544579844,3.0,3.0,0,0,0
544706421,3.0,3.0,0,0,0
509940010,3.0,3.0,0,0,0
5984516153,2.0,2.0,0,1.0,0
5985080896,2.0,2.0,0,1.0,0
10045606263,2,2.0,0,1.0,0
10045488655,2,2.0,0,1.0,0
10045795353,2,2.0,0,1.0,0
10045737995,2,2.0,0,1.0,0
10045759763,2,2.0,0,1.0,0
10045809175,2,2.0,0,1.0,0
10045579766,2,2.0,0,1.0,0
10045898593,2,2.0,0,1.0,0
10045378096,2,2.0,0,1.0,0
10045482563,2,2.0,0,1.0,0
10045633316,2,2.0,0,1.0,0
2951944040,3,2.0,0,2.0,0
10045665564,2,2.0,0,1.0,0
10045868856,2,2.0,0,1.0,0
10045665523,2,2.0,0,1.0,0
10045632093,2,2.0,0,1.0,0
5984516769,2.0,2.0,0,1.0,0
3951800783,2,3.0,0,1.0,0
512080161,3.0,3.0,0,0,0
512080179,3.0,3.0,0,0,0
512080155,3.0,3.0,0,0,0
512080165,3.0,3.0,0,0,0
3472449933,3.0,3.0,0,2.0,1.0
2951102363,3.0,4.0,0,1.0,1.0
3472330055,3.0,2.0,0,1.0,1.0
3965822399,2.0,2.0,0,2.0,0
544696551,3.0,3.0,1.0,0,0
509939988,3.0,3.0,0,0,0
509939994,3.0,3.0,0,0,0
5950693927,2,2.0,0,1.0,0
533818818,3.0,3.0,0,1.0,0
5951285958,2,3.0,0,1.0,0
3966587496,1.0,1.0,0,1.0,0
5950655857,2,2.0,0,1.0,1.0
5951279654,2,2.0,0,1.0,0
5998990995,3,2.0,0,1.0,1.0
3897478187,2.0,3.0,0,1.0,0
5999524850,3,2.0,0,1.0,1.0
5999531210,3,2.0,0,1.0,1.0
5998975793,3,2.0,0,1.0,1.0
5999518796,3,2.0,0,1.0,1.0
5999532820,3,2.0,0,1.0,1.0
5999647578,3,2.0,0,1.0,1.0
5998982367,3,2.0,0,1.0,1.0
5998981575,3,2.0,0,1.0,1.0
5951260060,2,2.0,0,1.0,0
2951008473,2,2.0,0,1.0,0
2951859592,2,2.0,0,1.0,0
466220980,2.0,2.0,0,1.0,0
457718082,2.0,2.0,0,1.0,0
462896945,2.0,2.0,0,1.0,0
470032783,2.0,2.0,0,1.0,0
470006382,2.0,2.0,0,1.0,0
461597998,2.0,2.0,0,1.0,0
461602133,2.0,2.0,0,1.0,0
461601946,2.0,2.0,0,1.0,0
461593568,2.0,2.0,0,1.0,0
465191337,2.0,2.0,0,1.0,0
457721934,2.0,2.0,0,1.0,0
461600955,2.0,2.0,0,1.0,0
470019825,2.0,2.0,0,1.0,0
457715096,2.0,2.0,0,1.0,0
457722692,2.0,2.0,0,1.0,0
5951203404,2,2.0,0,1.0,0
5951264886,2.0,2.0,0,1.0,0
3474151758,2.0,2.0,0,1.0,0
5950741397,2,2.0,0,1.0,0
5950736297,2,2.0,0,1.0,0
3952579860,2,3.0,0,1.0,0
2951069467,3.0,3.0,0,1.0,0
3473162568,2.0,2.0,0,1.0,0
2951917734,2,2.0,0,1.0,0
5950671491,2,2.0,0,1.0,0
3952588018,3.0,3.0,0,1.0,0
12044979074,3.0,2.0,0,1.0,0
3898269458,1.0,3.0,0,2.0,0
3951806833,3,2.0,0,1.0,0
3473255564,2.0,2.0,0,1.0,0
3996164462,3.0,3.0,0,1.0,0
5950661603,2,2.0,0,1.0,0
4312639443,3.0,2.0,0,2.0,0
4313364034,3.0,2.0,0,2.0,0
135116324,7.0,6.0,0,0,0
8877203469,1.0,8.0,0,0,0
4308895697,3.0,1.0,0,2.0,0
4309636706,3.0,1.0,0,2.0,0
4309531528,3.0,1.0,0,2.0,0
3951834477,3,2.0,0,1.0,0
288044415,6.0,0,0,0,0
5041829373,2.0,2.0,0,2.0,0
5950680091,2,2.0,0,1.0,0
5041872853,2,2.0,0,2.0,0
4308678217,3.0,1.0,0,2.0,0
4309410298,3.0,1.0,0,2.0,0
4308743207,3.0,1.0,0,2.0,0
4308661997,3.0,1.0,0,2.0,0
135115501,6.0,0,0,0,0
132872354,6.0,0,0,0,0
135115202,6.0,0,0,0,0
5041767379,2,2.0,0,2.0,0
5041772573,2,2.0,0,2.0,0
5042415222,2.0,2.0,0,2.0,0
5042020745,2,2.0,0,2.0,0
2811278670,2.0,3.0,0,3.0,0
4761830880,2,2.0,0,1.0,0
2183301183,4.0,2.0,0,1.0,2.0
4904458042,1,2.0,0,1.0,0
3952607184,2,2.0,0,1.0,0
8877200925,1.0,8.0,0,0,0
8877205941,1.0,8.0,0,0,0
8877218909,1.0,8.0,0,0,0
8877830126,1.0,8.0,0,0,0
8877221455,1.0,8.0,0,0,0
8877217453,1.0,8.0,0,0,0
8877216049,1.0,8.0,0,0,0
8877204767,1.0,8.0,0,0,0
8877224307,1.0,8.0,0,0,0
8877220281,1.0,8.0,0,0,0
8877807358,1.0,8.0,0,0,0
8877813508,1.0,8.0,0,0,0
8877804938,1.0,8.0,0,0,0
8877228503,1.0,8.0,0,0,0
4313371366,3.0,2.0,0,2.0,0
4313369118,3.0,2.0,0,2.0,0
4312634071,3.0,2.0,0,2.0,0
4312636941,3.0,2.0,0,2.0,0
4316681859,2,2.0,0,2.0,0
4317497880,2,2.0,0,2.0,0
4316702171,2,2.0,0,2.0,0
2980998033,2.0,3.0,0,1.0,0
4476855358,3.0,5.0,0,0,0
5655937322,2,2.0,0,2.0,0
4906971826,2,2.0,0,1.0,1.0
5098166243,3.0,2.0,0,2.0,0
4309475372,3.0,1.0,0,2.0,1.0
4308770173,3.0,1.0,0,2.0,1.0
6798572025,2,2.0,0,2.0,0
3908173658,2,3.0,0,1.0,0
135115317,6.0,0,0,0,0
4476856946,5.0,3.0,0,0,0
6231951817,2,2.0,0,2.0,0
4476079389,3.0,3.0,0,0,0
4476856682,3.0,3.0,0,0,0
4476079309,3.0,3.0,0,0,0
4476856880,3.0,3.0,0,0,0
4476856270,3.0,3.0,0,0,0
4316746457,2,2.0,0,2.0,0
4317472438,2,2.0,0,2.0,0
4316743975,2,2.0,0,2.0,0
4316751509,2,2.0,0,2.0,0
4317482112,2,2.0,0,2.0,0
4317467692,2,2.0,0,2.0,0
4317474802,2,2.0,0,2.0,0
4316736733,2,2.0,0,2.0,0
4317425172,2,2.0,0,2.0,1.0
2184089934,2.0,2.0,0,1.0,0
4912686098,1,2.0,0,1.0,1.0
4476080501,2.0,2.0,0,0,0
135116398,7.0,6.0,0,0,0
3629979914,2.0,2.0,0,1.0,0
3629163439,2.0,2.0,0,1.0,0
3629171779,2.0,2.0,0,1.0,0
3629159169,2.0,2.0,0,1.0,0
4476080461,2.0,2.0,0,0,0
4476858062,2.0,2.0,0,0,0
542075748,2,2.0,0,1.0,1.0
4476079181,3.0,3.0,0,0,0
3633366466,2,2.0,0,1.0,0
3632560595,2,2.0,0,1.0,0
4476855160,3.0,3.0,0,0,0
2980999601,2.0,2.0,0,1.0,0
2981858036,2,2.0,0,1.0,0
4476079117,3.0,3.0,0,0,0
2981862012,2.0,2.0,1.0,1.0,0
4476855112,3.0,3.0,0,0,0
4476855212,3.0,3.0,0,0,0
2065524674,2.0,2.0,0,1.0,0
4316754111,2,2.0,0,2.0,0
4316759251,2,2.0,0,2.0,0
4317495448,2,2.0,0,2.0,0
2064729309,2.0,2.0,0,1.0,0
4918999221,2,1.0,1.0,1.0,0
4912099789,2,1.0,0,1.0,0
4898405013,2,1.0,0,1.0,0
4919012315,2,1.0,0,1.0,0
4922244491,2,1.0,0,1.0,0
4919012305,2,1.0,0,1.0,0
4910005618,2,1.0,0,1.0,0
4909428001,2,1.0,0,1.0,0
2064729793,2.0,2.0,0,1.0,0
4900990689,1,2.0,0,1.0,0
4934528512,1,2.0,0,1.0,0
4928814004,1,2.0,0,1.0,0
4930867307,1,2.0,0,1.0,1.0
135116101,3.0,2.0,0,0,0
135115983,3.0,2.0,0,0,0
2835779103,2.0,2.0,1.0,1.0,0
135114844,4.0,4.0,0,0,0
2981859930,2,2.0,0,1.0,0
288051306,3.0,4.0,0,0,0
135114980,4.0,2.0,0,1.0,0
2184117824,2.0,2.0,0,1.0,0
2183308589,2.0,2.0,0,1.0,0
135115675,9.0,4.0,0,0,0
135116270,3.0,2.0,0,0,0
2183306153,2.0,2.0,0,1.0,0
2183319977,2.0,2.0,0,1.0,0
2183317649,2.0,2.0,0,1.0,1.0
2184100902,2.0,2.0,0,1.0,1.0
2183311503,2.0,2.0,0,1.0,1.0
3710731224,2,2.0,0,0,0
4251521178,2,2.0,0,1.0,0
3114732891,1.0,3.0,0,1.0,0
2183292799,2.0,2.0,0,1.0,0
2183279459,2.0,2.0,0,1.0,0
3536116282,1,1.0,0,1.0,0
5175915255,2.0,2.0,0,0,0
12044924063,2.0,2.0,0,1.0,0
12044649575,2.0,2.0,0,1.0,0
12045478526,2.0,2.0,0,1.0,0
12045021564,2.0,2.0,0,1.0,0
6044953317,0,0,1.0,0,0
10686650375,0,0,0,0,0
10686690554,0,0,0,0,0
10686677944,0,0,0,0,0
10686864713,0,0,0,0,0
10686637655,0,0,0,0,0
10686683314,0,0,0,0,0
10686863483,0,0,0,0,0
10686686044,0,0,0,0,0
10686868393,0,0,0,0,0
10686694456,0,0,0,0,0
10686877993,0,0,0,0,0
10686632825,0,0,0,0,0
10686860083,0,0,0,0,0
10686882603,0,0,0,0,0
10686675996,0,0,0,0,0
3259899290,0,0,0,0,0
1806455411,0,0,0,0,0
1807314902,0,0,0,0,0
1806444675,0,0,0,0,0
1806453489,0,0,0,0,0
1807313938,0,0,0,0,0
1807288870,0,0,0,0,0
1806451331,0,0,0,0,0
1806459121,0,0,0,0,0
1806449883,0,0,0,0,0
1806437297,0,0,0,0,0
1807291566,0,0,0,0,0
1807316072,0,0,0,0,0
1807296328,0,0,0,0,0
1806463491,0,0,0,0,0
1807319362,0,0,0,0,0
3292900142,0,0,0,0,0
5715948986,0,0,0,0,0
5715960076,0,0,0,0,0
5715442729,0,0,0,0,0
5715459675,0,0,0,0,0
5715411349,0,0,0,0,0
5715385311,0,0,0,0,0
5715461357,0,0,0,0,0
5715451325,0,0,0,0,0
5715410211,0,0,0,0,0
5715982488,0,0,0,0,0
5715994160,0,0,0,0,0
5715422061,0,0,0,0,0
5715452149,0,0,0,0,0
5716020802,0,0,0,0,0
5715966740,0,0,0,0,0
10041290516,0,0,0,0,1.0
10041384303,0,0,0,0,1.0
10041267194,0,0,1.0,0,1.0
10041229826,0,0,0,0,1.0
3292081585,0,0,0,0,0
3259036071,0,0,0,0,0
3259037865,0,0,0,0,0
3298434489,0,0,0,0,0
3985550,0,0,0,0,0
2829538232,0,0,0,0,0
2828701829,0,0,0,0,0
2829539204,0,0,0,0,0
2828701983,0,0,0,0,0
2828701349,0,0,0,0,0
2828702301,0,0,0,0,0
2829538628,0,0,0,0,0
2829538424,0,0,0,0,0
6494683873,0,0,0,0,0
6494711785,0,0,0,0,0
6494684361,0,0,0,0,0
5350121769,0,0,0,0,0
6494704507,0,0,0,0,0
6494673379,0,0,0,0,0
6494668899,0,0,0,0,0
5350735036,0,0,0,0,0
6494691793,0,0,0,0,0
3259067845,0,0,0,0,0
5350744768,0,0,0,0,0
6494669993,0,0,0,0,0
3259034411,0,0,0,0,0
6494694223,0,0,0,0,0
6494684929,0,0,0,0,0
6494696673,0,0,0,0,0
3259033655,0,0,0,0,0
5350746618,0,0,0,0,0
6494667935,0,0,0,0,0
3259031037,0,0,0,0,0
6494688491,0,0,0,0,0
3259867328,0,0,0,0,0
3259032369,0,0,0,0,0
6494678493,0,0,0,0,0
3259067025,0,0,0,0,0
5350737652,0,0,0,0,0
6494713897,0,0,0,0,0
3259898966,0,0,0,0,0
3259863724,0,0,0,0,0
3259869418,0,0,0,0,0
3259863278,0,0,0,0,0
3259068153,0,0,0,0,0
5350123101,0,0,0,0,0
4459178306,0,0,0,0,0
4459177806,0,0,0,0,0
4459175892,0,0,0,0,0
4458397675,0,0,0,0,0
4458397751,0,0,0,0,0
4459176836,0,0,0,0,0
4459180662,0,0,0,0,0
4458401155,0,0,0,0,0
4459177390,0,0,0,0,0
4458401195,0,0,0,0,0
4459176664,0,0,0,0,0
4458397575,0,0,0,0,0
3299261746,0,0,0,0,0
6624594987,0,0,0,0,0
3299257220,0,0,0,0,0
6624639513,0,0,0,0,0
3298433135,0,0,0,0,0
3299261820,0,0,0,0,0
6624577709,0,0,0,0,0
3299257052,0,0,0,0,0
3298433827,0,0,0,0,0
3299260714,0,0,0,0,0
6624627301,0,0,0,0,0
6624571617,0,0,0,0,0
6624614089,0,0,0,0,0
6624553847,0,0,0,0,0
6624622199,0,0,0,0,0
3299260498,0,0,0,0,0
6624557893,0,0,0,0,0
6624575811,0,0,0,0,0
3299261094,0,0,0,0,0
3298433747,0,0,0,0,0
6624618545,0,0,0,0,0
6624630103,0,0,0,0,0
3298432953,0,0,0,0,0
3298430031,0,0,0,0,0
3298434111,0,0,0,0,0
3299261206,0,0,0,0,0
6624567857,0,0,0,0,0
6624637155,0,0,0,0,0
6624633633,0,0,0,0,0
2828701151,0,0,1.0,0,0
6044948309,0,0,0,0,0
6045512648,0,0,0,0,0
50729250,0,0,0,0,0
50729151,0,0,0,0,0
50494635,0,0,0,0,0
3531591574,0,0,0,0,0
50494601,0,0,0,0,0
8556154591,0,0,0,0,0
8557266074,0,0,0,0,0
8557265018,0,0,0,0,0
8556157009,0,0,0,0,0
8556154803,0,0,0,0,0
8556155157,0,0,0,0,0
8556155993,0,0,0,0,0
8557265820,0,0,0,0,0
8556157095,0,0,0,0,0
8557266548,0,0,0,0,0
8556155103,0,0,0,0,0
8557265366,0,0,0,0,0
8557266302,0,0,0,0,0
8556155563,0,0,0,0,0
8557264584,0,0,0,0,0
5350122501,0,0,0,0,0
5350124993,0,0,0,0,0
5350122301,0,0,0,0,0
3770817415,0,0,0,0,0
3771568410,0,0,0,0,0
3770743117,0,0,0,0,0
3770828505,0,0,0,0,0
3771560958,0,0,0,0,0
3771573376,0,0,0,0,0
3770801661,0,0,0,0,0
